CG,1308,GKA,1,HGU,3,,0,DH8 DHT
CG,1308,GKA,1,LAE,4,,0,DH8
CG,1308,GKA,1,MAG,2,,0,DH8
CG,1308,GKA,1,POM,5,,0,DH8
CI,1756,BNE,3320,AKL,2006,,0,333
CI,1756,GKA,3320,AKL,2006,,0,333
